avg_power,during_time,total_energy_diff,repeat_count,data_points,sm_clock,batch_size,graph_mode,kv_group,calculated_power_W,energy_per_token
202.92996153846155,2.6363,526656,150,26,1230,10,seg,1024,199.77089102150742,3511.04
203.20049999999998,2.6365,526892,150,26,1230,10,seg,1024,199.84524938365257,3512.6133333333332
202.68773076923074,2.6366,546672,150,26,1230,10,seg,1024,207.33975574603656,3644.48
202.86411538461542,2.6372,546950,150,26,1230,10,seg,1024,207.39799787653573,3646.3333333333335
203.0764615384615,2.6373,526576,150,26,1230,10,seg,1024,199.6648087058734,3510.5066666666667
202.9456153846154,2.6374,546995,150,26,1230,10,seg,1024,207.39933267612042,3646.633333333333
203.07126923076927,2.6376,1073437,150,52,1230,10,seg,1024,406.97490142553835,7156.246666666667
203.16388461538463,2.637,526688,150,26,1230,10,seg,1024,199.7299962078119,3511.2533333333336
203.0773653846154,2.6382,1073754,150,52,1230,10,seg,1024,407.0025017057084,7158.36
203.13392307692308,2.6386,526669,150,26,1230,10,seg,1024,199.6016827105283,3511.1266666666666
202.93292307692306,2.6387,547105,150,26,1230,10,seg,1024,207.33884109599424,3647.366666666667
202.98961538461538,2.6388,547117,150,26,1230,10,seg,1024,207.33553130210703,3647.4466666666667
203.21650000000002,2.6391,526572,150,26,1230,10,seg,1024,199.52711151528928,3510.48
202.91119230769226,2.6392,547185,150,26,1230,10,seg,1024,207.3298726886935,3647.9
202.85426923076923,2.6393,546945,150,26,1230,10,seg,1024,207.23108399954535,3646.3
203.26519230769233,2.6396,547357,150,26,1230,10,seg,1024,207.36361569934837,3649.0466666666666
203.30542307692303,2.6398,526621,150,26,1230,10,seg,1024,199.49276460337904,3510.806666666667
203.08149999999998,2.639,526598,150,26,1230,10,seg,1024,199.5445244410762,3510.653333333333
202.87099999999998,2.6408,547023,150,26,1230,10,seg,1024,207.1429112390185,3646.82
201.2595,2.641,527217,150,26,1230,10,seg,1024,199.62779250283984,3514.78
203.11149999999998,2.64,526546,150,26,1230,10,seg,1024,199.4492424242424,3510.306666666667
