exp_key,avg_power,avg_temperature,during_time,total_energy_diff,repeat_count,energy_per_token,energy_per_token_from_avg,sm_clock,batch_size,graph_mode,kv_group,total_energy_diff_full,energy_per_token_from_total
all_10_2520_1024_100_2.2192_gpu_profile_13479.csv,317.12316666666675,73.0,2.2192,380475,100,3804.75,7.037597314666669,2520,10,all,1024,728610.0,7286.1
all_10_2520_1024_100_2.2194_gpu_profile_13479.csv,317.12224999999995,73.0,2.2194,380421,100,3804.21,7.038211216499998,2520,10,all,1024,696625.0,6966.25
all_10_2520_1024_100_2.2197_gpu_profile_13479.csv,317.0634166666667,73.0,2.2197,380377,100,3803.77,7.03785665975,2520,10,all,1024,728127.0,7281.27
all_10_2520_1024_100_2.2198_gpu_profile_13479.csv,316.84933333333333,73.0,2.2198,380391,100,3803.91,7.033421501333334,2520,10,all,1024,696362.0,6963.62
all_10_2520_1024_100_2.2199_gpu_profile_13479.csv,317.2318333333333,73.0,2.2199,380546,100,3805.46,7.042229468166666,2520,10,all,1024,696709.0,6967.09
all_10_2520_1024_100_2.2203_gpu_profile_13479.csv,317.1904166666667,73.0,2.2203,380265,100,3802.65,7.04257882125,2520,10,all,1024,696635.0,6966.35
all_10_2520_1024_100_2.2206_gpu_profile_13479.csv,317.0442083333333,73.0,2.2206,-410663,100,-4106.63,7.04028369025,2520,10,all,1024,696334.0,6963.34
all_10_2520_1024_100_2.2209_gpu_profile_13479.csv,317.04716666666667,73.0,2.2209,1170737,100,11707.37,7.0413005244999995,2520,10,all,1024,1486669.0,14866.69
all_10_2520_1024_100_2.2212_gpu_profile_13479.csv,317.0680833333333,73.0,2.2212,348409,100,3484.09,7.0427162669999985,2520,10,all,1024,696098.0,6960.98
all_10_2520_1024_100_2.2215_gpu_profile_13479.csv,316.71791666666667,73.0,2.2215,348339,100,3483.39,7.035888518749999,2520,10,all,1024,695923.0,6959.23
all_10_2520_1024_100_2.2217_gpu_profile_13479.csv,316.7238333333334,73.0,2.2217,348457,100,3484.57,7.036653405166668,2520,10,all,1024,695075.0,6950.75
all_10_2520_1024_100_2.2218_gpu_profile_13479.csv,316.9729166666666,73.0,2.2218,348336,100,3483.36,7.0425042625,2520,10,all,1024,695844.0,6958.44
all_10_2520_1024_100_2.2219_gpu_profile_13479.csv,316.58250000000004,73.0,2.2219,379778,100,3797.78,7.0341465675000014,2520,10,all,1024,727279.0,7272.79
all_10_2520_1024_100_2.221_gpu_profile_13479.csv,316.87474999999995,73.0,2.221,348537,100,3485.37,7.037788197499999,2520,10,all,1024,727812.0,7278.12
all_10_2520_1024_100_2.2223_gpu_profile_13479.csv,316.88366666666667,73.0,2.2223,348176,100,3481.76,7.042105724333334,2520,10,all,1024,695464.0,6954.64
all_10_2520_1024_100_2.2224_gpu_profile_13479.csv,316.8220833333333,73.0,2.2224,379729,100,3797.29,7.041053979999999,2520,10,all,1024,727030.0,7270.3
all_10_2520_1024_100_2.22_gpu_profile_13479.csv,317.2418333333333,73.0,2.22,380418,100,3804.18,7.0427687,2520,10,all,1024,695997.0,6959.97
all_10_2520_128_100_2.0634_gpu_profile_13479.csv,312.2600909090909,72.0,2.0634,344156,100,3441.56,6.443174715818182,2520,10,all,128,625074.0,6250.74
all_10_2520_128_100_2.0637_gpu_profile_13479.csv,312.857,72.0,2.0637,344203,100,3442.03,6.456429909,2520,10,all,128,656510.0,6565.1
all_10_2520_128_100_2.0638_gpu_profile_13479.csv,313.15413636363627,72.0,2.0638,1062200,100,10622.0,6.462875066272726,2520,10,all,128,1374552.0,13745.52
all_10_2520_128_100_2.0641_gpu_profile_13479.csv,312.9621666666667,72.0,2.0641,344102,100,3441.02,6.459852082166667,2520,10,all,128,624392.0,6243.92
all_10_2520_128_100_2.0643_gpu_profile_13479.csv,312.2290909090909,72.0,2.0643,344041,100,3440.41,6.445345123636364,2520,10,all,128,624811.0,6248.11
all_10_2520_128_100_2.0645_gpu_profile_13479.csv,312.7296363636364,72.0,2.0645,344120,100,3441.2,6.4563033427272725,2520,10,all,128,656236.0,6562.36
all_10_2520_128_100_2.0646_gpu_profile_13479.csv,312.83372727272723,72.0,2.0646,344283,100,3442.83,6.458765133272726,2520,10,all,128,655974.0,6559.74
all_10_2520_128_100_2.0647_gpu_profile_13479.csv,312.79290909090906,72.0,2.0647,343891,100,3438.91,6.458235194,2520,10,all,128,655516.0,6555.16
