avg_power,during_time,total_energy_diff,repeat_count,data_points,sm_clock,batch_size,graph_mode,kv_group,calculated_power_W,energy_per_token
198.4699230769231,2.6182,514454,150,26,1230,10,all,1024,196.49148269803683,3429.693333333333
197.72715384615387,2.6185,1048793,150,52,1230,10,all,1024,400.53198396028256,6991.953333333333
198.34084615384617,2.6191,1564037,150,78,1230,10,all,1024,597.1658203199572,10426.913333333334
198.57176923076923,2.6193,514728,150,26,1230,10,all,1024,196.5135723284847,3431.52
196.6428076923077,2.6199,514765,150,26,1230,10,all,1024,196.48269017901447,3431.766666666667
195.89761538461542,2.6201,515070,150,26,1230,10,all,1024,196.58409984351744,3433.8
198.53752,2.6204,514709,150,25,1230,10,all,1024,196.42382842314152,3431.3933333333334
198.04788461538462,2.6205,515031,150,26,1230,10,all,1024,196.53921007441332,3433.54
199.08300000000003,2.6206,514968,150,26,1230,10,all,1024,196.5076699992368,3433.12
197.9297307692308,2.6208,514213,150,26,1230,10,all,1024,196.204594017094,3428.0866666666666
198.53924999999995,2.6209,1049271,150,52,1230,10,all,1024,400.34759052233966,6995.14
198.37108,2.6211,515047,150,25,1230,10,all,1024,196.50032429132804,3433.6466666666665
198.64196,2.6212,515048,150,25,1230,10,all,1024,196.49320921715244,3433.653333333333
198.4896,2.6213,514741,150,25,1230,10,all,1024,196.36859573494067,3431.6066666666666
195.7910384615385,2.6215,534101,150,26,1230,10,all,1024,203.73869921800494,3560.673333333333
197.9405384615385,2.6218,1563859,150,52,1230,10,all,1024,596.4829506445953,10425.726666666667
197.7814230769231,2.621,514694,150,26,1230,10,all,1024,196.37314002289204,3431.2933333333335
198.16568000000004,2.62,534661,150,25,1230,10,all,1024,204.06908396946562,3564.4066666666668
196.97512500000002,2.4206,495193,150,24,1230,10,all,128,204.57448566471123,3301.286666666667
198.21644444444442,2.4209,1445837,150,72,1230,10,all,128,597.2311950101201,9638.913333333334
198.5956666666667,2.4211,949919,150,48,1230,10,all,128,392.35017140968984,6332.793333333333
198.65020833333332,2.4213,474852,150,24,1230,10,all,128,196.11448395490027,3165.68
198.51452,2.4214,475217,150,25,1230,10,all,128,196.257123977864,3168.1133333333332
197.73995833333333,2.4217,495109,150,24,1230,10,all,128,204.44687616137423,3300.7266666666665
197.70791666666665,2.421,495193,150,24,1230,10,all,128,204.5406856670797,3301.286666666667
198.07066666666665,2.4222,1445027,150,48,1230,10,all,128,596.5762529931467,9633.513333333334
198.53283333333331,2.4224,474979,150,24,1230,10,all,128,196.07785667107,3166.5266666666666
198.59879166666664,2.4229,950352,150,48,1230,10,all,128,392.2374014610591,6335.68
