exp_key,avg_power,avg_temperature,during_time,total_energy_diff,repeat_count,energy_per_token,energy_per_token_from_avg,sm_clock,batch_size,graph_mode,kv_group,total_energy_diff_full,energy_per_token_from_total
all_10_1230_1024_150_2.6182_gpu_profile_106588.csv,198.73514285714285,34.0,2.6182,258000,150,1720.0,3.4688556735238087,1230,10,all,1024,514454.0,3429.693333333333
all_10_1230_1024_150_2.6185_gpu_profile_106588.csv,198.53135714285713,34.0,2.6185,792285,150,5281.9,3.4656957245238096,1230,10,all,1024,1048793.0,6991.953333333333
all_10_1230_1024_150_2.6191_gpu_profile_106588.csv,198.68569047619044,34.0,2.6191,1307185,150,8714.566666666668,3.4691846128412696,1230,10,all,1024,1564037.0,10426.913333333334
all_10_1230_1024_150_2.6193_gpu_profile_106588.csv,198.7174285714286,34.0,2.6193,258070,150,1720.4666666666667,3.4700037377142863,1230,10,all,1024,514728.0,3431.52
all_10_1230_1024_150_2.6199_gpu_profile_106588.csv,198.53407142857145,34.0,2.6199,278065,150,1853.7666666666667,3.467596091571429,1230,10,all,1024,514765.0,3431.766666666667
all_10_1230_1024_150_2.6201_gpu_profile_106588.csv,198.7888571428571,34.0,2.6201,277987,150,1853.2466666666667,3.472311230666666,1230,10,all,1024,515070.0,3433.8
all_10_1230_1024_150_2.6204_gpu_profile_106588.csv,198.43184615384615,34.0,2.6204,258054,150,1720.36,3.4664720644102567,1230,10,all,1024,514709.0,3431.3933333333334
all_10_1230_1024_150_2.6205_gpu_profile_106588.csv,196.92835714285715,34.0,2.6205,278023,150,1853.4866666666667,3.4403383992857144,1230,10,all,1024,515031.0,3433.54
all_10_1230_1024_150_2.6206_gpu_profile_106588.csv,199.00064285714285,34.0,2.6206,257951,150,1719.6733333333334,3.4766738978095235,1230,10,all,1024,514968.0,3433.12
all_10_1230_1024_150_2.6208_gpu_profile_106588.csv,198.4981428571429,34.0,2.6208,257978,150,1719.8533333333332,3.4681595520000013,1230,10,all,1024,514213.0,3428.0866666666666
all_10_1230_1024_150_2.6209_gpu_profile_106588.csv,199.03914285714282,34.0,2.6209,792612,150,5284.08,3.4777445967619043,1230,10,all,1024,1049271.0,6995.14
all_10_1230_1024_150_2.6215_gpu_profile_106588.csv,198.24492857142857,34.0,2.6215,277709,150,1851.3933333333334,3.4646605350000006,1230,10,all,1024,534101.0,3560.673333333333
all_10_1230_1024_150_2.6218_gpu_profile_106588.csv,198.31657142857145,34.0,2.6218,257963,150,1719.7533333333333,3.466309246476191,1230,10,all,1024,514372.0,3429.1466666666665
all_10_1230_1024_150_2.621_gpu_profile_106588.csv,198.35964285714286,34.0,2.621,277807,150,1852.0466666666666,3.4660041595238096,1230,10,all,1024,514694.0,3431.2933333333335
all_10_1230_1024_150_2.62_gpu_profile_106588.csv,198.72223076923075,34.0,2.62,277902,150,1852.68,3.471014964102564,1230,10,all,1024,534661.0,3564.4066666666668
all_10_1230_128_150_2.4206_gpu_profile_106588.csv,198.69099999999997,34.92307692307692,2.4206,258200,150,1721.3333333333333,3.2063428973333328,1230,10,all,128,495193.0,3301.286666666667
all_10_1230_128_150_2.4209_gpu_profile_106588.csv,198.63025641025638,34.87179487179487,2.4209,1208594,150,8057.293333333333,3.205759918290598,1230,10,all,128,1445837.0,9638.913333333334
all_10_1230_128_150_2.4211_gpu_profile_106588.csv,198.6605,34.73076923076923,2.4211,732972,150,4886.48,3.2065129103333336,1230,10,all,128,949919.0,6332.793333333333
all_10_1230_128_150_2.4213_gpu_profile_106588.csv,198.59323076923076,34.76923076923077,2.4213,258156,150,1721.04,3.205691931076923,1230,10,all,128,474852.0,3165.68
all_10_1230_128_150_2.4214_gpu_profile_106588.csv,198.62884615384615,34.84615384615385,2.4214,238364,150,1589.0933333333332,3.206399253846154,1230,10,all,128,475217.0,3168.1133333333332
all_10_1230_128_150_2.4217_gpu_profile_106588.csv,198.5389230769231,34.76923076923077,2.4217,258076,150,1720.5066666666667,3.205344733435898,1230,10,all,128,495109.0,3300.7266666666665
all_10_1230_128_150_2.421_gpu_profile_106588.csv,198.494,34.69230769230769,2.421,258168,150,1721.12,3.20369316,1230,10,all,128,495193.0,3301.286666666667
all_10_1230_128_150_2.4222_gpu_profile_106588.csv,198.6004615384616,34.84615384615385,2.4222,1228038,150,8186.92,3.207000252923078,1230,10,all,128,1445027.0,9633.513333333334
all_10_1230_128_150_2.4224_gpu_profile_106588.csv,198.657,34.30769230769231,2.4224,238241,150,1588.2733333333333,3.208178112,1230,10,all,128,474979.0,3166.5266666666666
all_10_1230_128_150_2.4229_gpu_profile_106588.csv,198.64626923076924,34.92307692307692,2.4229,733054,150,4887.026666666667,3.2086669714615383,1230,10,all,128,950352.0,6335.68
all_10_1230_128_150_2.4231_gpu_profile_106588.csv,198.65846153846152,35.0,2.4231,258103,150,1720.6866666666667,3.209128787692307,1230,10,all,128,494739.0,3298.26
all_10_1230_128_150_2.4232_gpu_profile_106588.csv,198.73015384615383,35.0,2.4232,278117,150,1854.1133333333332,3.2104193919999995,1230,10,all,128,495105.0,3300.7
all_10_1230_128_150_2.4233_gpu_profile_106588.csv,198.65411538461538,35.0,2.4233,-236576,150,-1577.1733333333334,3.2093234520769225,1230,10,all,128,475141.0,3167.6066666666666
all_10_1230_16384_60_2.2045_gpu_profile_106588.csv,208.8075,36.0,2.2045,250473,60,4174.55,7.6719355625,1230,10,all,16384,457752.0,7629.2
all_10_1230_16384_60_2.2055_gpu_profile_106588.csv,208.64795833333332,36.0,2.2055,2537460,60,42291.0,7.66955120173611,1230,10,all,16384,2765821.0,46097.01666666667
all_10_1230_16384_60_2.2061_gpu_profile_106588.csv,208.62675,36.0,2.2061,1164441,60,19407.35,7.67085788625,1230,10,all,16384,1371533.0,22858.883333333335
all_10_1230_16384_60_2.2063_gpu_profile_106588.csv,208.75824999999998,36.0,2.2063,5303801,60,88396.68333333333,7.676388782916666,1230,10,all,16384,5532330.0,92205.5
all_10_1230_16384_60_2.2065_gpu_profile_106588.csv,208.63916666666668,36.0,2.2065,229507,60,3825.116666666667,7.672705354166667,1230,10,all,16384,457263.0,7621.05
all_10_1230_16384_60_2.2066_gpu_profile_106588.csv,208.36483333333328,36.0,2.2066,229481,60,3824.6833333333334,7.662964020555553,1230,10,all,16384,457466.0,7624.433333333333
all_10_1230_16384_60_2.2069_gpu_profile_106588.csv,208.41600000000003,36.0,2.2069,250322,60,4172.033333333334,7.665887840000001,1230,10,all,16384,478707.0,7978.45
all_10_1230_16384_60_2.2075_gpu_profile_106588.csv,208.78366666666668,36.0,2.2075,250298,60,4171.633333333333,7.6814990694444445,1230,10,all,16384,457827.0,7630.45
all_10_1230_16384_60_2.2076_gpu_profile_106588.csv,208.76266666666666,36.0,2.2076,3475371,60,57922.85,7.681074382222222,1230,10,all,16384,3682803.0,61380.05
all_10_1230_16384_60_2.2077_gpu_profile_106588.csv,208.62491666666668,36.0,2.2077,2101953,60,35032.55,7.67635380875,1230,10,all,16384,2309191.0,38486.51666666667
all_10_1230_16384_60_2.207_gpu_profile_106588.csv,208.62633333333335,36.0,2.207,250362,60,4172.7,7.673971961111111,1230,10,all,16384,457590.0,7626.5
all_10_1230_16384_60_2.2081_gpu_profile_106588.csv,208.30383333333336,36.0,2.2081,250233,60,4170.55,7.665928239722223,1230,10,all,16384,456971.0,7616.183333333333
all_10_1230_4096_120_2.5455_gpu_profile_106588.csv,202.65399999999997,35.0,2.5455,263177,120,2193.141666666667,4.298797974999999,1230,10,all,4096,524582.0,4371.516666666666
all_10_1230_4096_120_2.5457_gpu_profile_106588.csv,202.53769230769234,35.0,2.5457,263118,120,2192.65,4.296668360897437,1230,10,all,4096,504559.0,4204.658333333334
all_10_1230_4096_120_2.5461_gpu_profile_106588.csv,202.54651851851855,35.0,2.5461,263068,120,2192.233333333333,4.297530756666668,1230,10,all,4096,504322.0,4202.683333333333
all_10_1230_4096_120_2.5465_gpu_profile_106588.csv,202.51007692307687,35.0,2.5465,263245,120,2193.7083333333335,4.297432590705127,1230,10,all,4096,505194.0,4209.95
all_10_1230_4096_120_2.5466_gpu_profile_106588.csv,202.563475,35.0,2.5466,1292684,120,10772.366666666667,4.298734545291667,1230,10,all,4096,1554578.0,12954.816666666668
all_10_1230_4096_120_2.5468_gpu_profile_106588.csv,202.60923076923075,35.0,2.5468,263151,120,2192.925,4.300043241025642,1230,10,all,4096,504884.0,4207.366666666667
all_10_1230_4096_120_2.5469_gpu_profile_106588.csv,202.5613846153846,35.0,2.5469,263201,120,2193.3416666666667,4.299196587307692,1230,10,all,4096,524613.0,4371.775
all_10_1230_4096_120_2.546_gpu_profile_106588.csv,202.54084615384616,35.0,2.546,263196,120,2193.3,4.297241619230769,1230,10,all,4096,524722.0,4372.683333333333
all_10_1230_4096_120_2.5472_gpu_profile_106588.csv,202.5619230769231,35.0,2.5472,263258,120,2193.8166666666666,4.299714420512822,1230,10,all,4096,524560.0,4371.333333333333
all_10_1230_4096_120_2.5476_gpu_profile_106588.csv,202.55261538461536,35.0,2.5476,263291,120,2194.0916666666667,4.300192024615384,1230,10,all,4096,504742.0,4206.183333333333
all_10_1230_4096_120_2.5478_gpu_profile_106588.csv,202.4084615384615,35.0,2.5478,2321059,120,19342.158333333333,4.297468985897435,1230,10,all,4096,2582424.0,21520.2
all_10_1230_4096_120_2.547_gpu_profile_106588.csv,202.5506923076923,35.0,2.547,1292263,120,10768.858333333334,4.299138444230769,1230,10,all,4096,1534390.0,12786.583333333334
all_10_1230_8192_80_2.1037_gpu_profile_106588.csv,206.41136363636363,36.0,2.1037,226995,80,2837.4375,5.427844821022727,1230,10,all,8192,432039.0,5400.4875
all_10_1230_8192_80_2.1041_gpu_profile_106588.csv,206.59854545454544,36.0,2.1041,1522800,80,19035.0,5.433799993636363,1230,10,all,8192,1728004.0,21600.05
all_10_1230_8192_80_2.1043_gpu_profile_106588.csv,206.12178260869558,36.0,2.1043,4135056,80,51688.2,5.421775839293476,1230,10,all,8192,4339829.0,54247.8625
all_10_1230_8192_80_2.1044_gpu_profile_106588.csv,206.00491304347827,36.0,2.1044,679258,80,8490.725,5.4189592376086955,1230,10,all,8192,884323.0,11054.0375
all_10_1230_8192_80_2.1045_gpu_profile_106588.csv,206.66881818181818,36.0,2.1045,226933,80,2836.6625,5.436681598295454,1230,10,all,8192,432062.0,5400.775
all_10_1230_8192_80_2.1046_gpu_profile_106588.csv,206.42654545454545,36.0,2.1046,227045,80,2838.0625,5.430566344545454,1230,10,all,8192,431741.0,5396.7625
all_10_1230_8192_80_2.1047_gpu_profile_106588.csv,206.5249090909091,36.0,2.1047,226914,80,2836.425,5.433412202045455,1230,10,all,8192,431627.0,5395.3375
all_10_1230_8192_80_2.1048_gpu_profile_106588.csv,206.4808181818182,36.0,2.1048,226911,80,2836.3875,5.432510326363636,1230,10,all,8192,452033.0,5650.4125
all_10_1230_8192_80_2.1049_gpu_profile_106588.csv,206.21863636363634,36.0,2.1049,226911,80,2836.3875,5.425870096022727,1230,10,all,8192,431779.0,5397.2375
all_10_1230_8192_80_2.104_gpu_profile_106588.csv,206.69000000000003,36.0,2.104,226871,80,2835.8875,5.4359470000000005,1230,10,all,8192,431995.0,5399.9375
all_10_1230_8192_80_2.1051_gpu_profile_106588.csv,206.43627272727272,36.0,2.1051,227077,80,2838.4625,5.432112471477273,1230,10,all,8192,432045.0,5400.5625
all_10_1230_8192_80_2.1052_gpu_profile_106588.csv,206.4310833333333,36.0,2.1052,227044,80,2838.05,5.432233957916666,1230,10,all,8192,431932.0,5399.15
all_10_1230_8192_80_2.1054_gpu_profile_106588.csv,206.01072727272722,36.0,2.1054,226960,80,2837.0,5.421687314999998,1230,10,all,8192,431496.0,5393.7
all_10_1230_8192_80_2.1058_gpu_profile_106588.csv,206.33936363636366,36.0,2.1058,226862,80,2835.775,5.431367899318182,1230,10,all,8192,432101.0,5401.2625
all_10_1230_8192_80_2.105_gpu_profile_106588.csv,206.6035454545454,36.0,2.105,1954556,80,24431.95,5.436255789772726,1230,10,all,8192,2180450.0,27255.625
all_10_1530_1024_150_2.1373_gpu_profile_106588.csv,241.57425,38.0,2.1373,1301976,150,8679.84,3.4421109635000002,1530,10,all,1024,1542441.0,10282.94
all_10_1530_1024_150_2.1377_gpu_profile_106588.csv,241.63763636363635,38.0,2.1377,266006,150,1773.3733333333332,3.44365850169697,1530,10,all,1024,530199.0,3534.66
all_10_1530_1024_150_2.1378_gpu_profile_106588.csv,241.7892727272727,38.0,2.1378,241722,150,1611.48,3.4459807149090906,1530,10,all,1024,506393.0,3375.9533333333334
all_10_1530_1024_150_2.1379_gpu_profile_106588.csv,241.62749999999997,38.0,2.1379,265796,150,1771.9733333333334,3.4438362149999997,1530,10,all,1024,506041.0,3373.6066666666666
all_10_1530_1024_150_2.1381_gpu_profile_106588.csv,240.81954166666665,38.0,2.1381,1302303,150,8682.02,3.432641746916667,1530,10,all,1024,1542825.0,10285.5
all_10_1530_1024_150_2.1386_gpu_profile_106588.csv,241.70836363636363,38.0,2.1386,241669,150,1611.1266666666668,3.446116709818182,1530,10,all,1024,506296.0,3375.306666666667
