avg_power,during_time,total_energy_diff,repeat_count,data_points,sm_clock,batch_size,graph_mode,kv_group,calculated_power_W,energy_per_token
199.0200384615385,2.6153,516617,150,26,1230,10,mani,1024,197.53642029595076,3444.1133333333332
199.37365384615384,2.6156,517022,150,26,1230,10,mani,1024,197.66860376204312,3446.8133333333335
198.4131923076923,2.6157,536556,150,26,1230,10,mani,1024,205.12902855832093,3577.04
199.1846923076923,2.6159,516639,150,26,1230,10,mani,1024,197.4995221529875,3444.26
199.31908000000004,2.6162,516640,150,25,1230,10,mani,1024,197.4772570904365,3444.266666666667
198.75205769230766,2.6164,1570805,150,52,1230,10,mani,1024,600.3688273964225,10472.033333333333
198.79703999999998,2.6166,517091,150,25,1230,10,mani,1024,197.61942979438967,3447.2733333333335
199.30211538461538,2.6171,516415,150,26,1230,10,mani,1024,197.32337319934277,3442.766666666667
199.1396923076923,2.6178,515891,150,26,1230,10,mani,1024,197.07044082817634,3439.2733333333335
196.44434615384614,2.617,517419,150,26,1230,10,mani,1024,197.71455865494843,3449.46
199.24423076923074,2.6181,516937,150,26,1230,10,mani,1024,197.4473855085749,3446.2466666666664
199.3059230769231,2.6182,517097,150,26,1230,10,mani,1024,197.5009548544802,3447.3133333333335
198.43096153846153,2.6183,536353,150,26,1230,10,mani,1024,204.8478020089371,3575.6866666666665
199.3957307692308,2.6184,516642,150,26,1230,10,mani,1024,197.3120989917507,3444.28
198.2909019607843,2.6185,516825,150,51,1230,10,mani,1024,197.37445102157724,3445.5
199.50023076923074,2.6188,516444,150,26,1230,10,mani,1024,197.20635405529254,3442.96
198.99869230769232,2.6189,516336,150,26,1230,10,mani,1024,197.15758524571385,3442.24
198.95156000000003,2.618,516707,150,25,1230,10,mani,1024,197.36707410236824,3444.713333333333
193.78126923076923,2.6198,512226,150,26,1230,10,mani,1024,195.521032139858,3414.84
198.57457692307693,2.619,1570335,150,52,1230,10,mani,1024,599.5933562428407,10468.9
196.72279166666667,2.4488,490867,150,24,1230,10,mani,128,200.4520581509311,3272.4466666666667
196.39475000000002,2.4489,491034,150,24,1230,10,mani,128,200.51206664216585,3273.56
196.95466666666667,2.4491,471414,150,24,1230,10,mani,128,192.48458617451305,3142.76
195.05571999999995,2.4492,491002,150,25,1230,10,mani,128,200.4744406336763,3273.346666666667
196.97845833333335,2.4496,470870,150,24,1230,10,mani,128,192.22322011757018,3139.133333333333
196.91241666666667,2.4497,962920,150,48,1230,10,mani,128,393.07670326978814,6419.466666666666
196.55728,2.4498,490990,150,25,1230,10,mani,128,200.42044248510084,3273.266666666667
195.14788000000001,2.449,490578,150,25,1230,10,mani,128,200.3176806859943,3270.52
196.17179166666665,2.4501,963297,150,48,1230,10,mani,128,393.1664013713726,6421.98
196.921875,2.4504,491605,150,24,1230,10,mani,128,200.62234737185764,3277.366666666667
197.01895833333333,2.4506,471899,150,24,1230,10,mani,128,192.5646780380315,3145.9933333333333
196.31879674796744,2.4509,3398118,150,123,1230,10,mani,128,1386.4776204659513,22654.12
196.67381250000003,2.4511,962327,150,48,1230,10,mani,128,392.610256619477,6415.513333333333
196.56203999999997,2.4514,490575,150,25,1230,10,mani,128,200.1203393978951,3270.5
197.03108333333333,2.4515,471509,150,24,1230,10,mani,128,192.33489700183563,3143.3933333333334
193.549125,2.4519,16503066,150,48,1230,10,mani,128,6730.725559769974,110020.44
202.46510869565213,2.3491,2870448,60,46,1230,10,mani,16384,1221.9352092290665,47840.8
201.7653043478261,2.3492,486031,60,23,1230,10,mani,16384,206.89213349225267,8100.516666666666
202.00512765957447,2.3493,483786,60,47,1230,10,mani,16384,205.92772315157708,8063.1
203.5228260869565,2.3495,486146,60,23,1230,10,mani,16384,206.91466269419024,8102.433333333333
202.37416666666664,2.3496,485196,60,24,1230,10,mani,16384,206.50153217568948,8086.6
202.38926086956525,2.3498,485176,60,23,1230,10,mani,16384,206.47544471869946,8086.266666666666
202.65095652173915,2.3499,484527,60,23,1230,10,mani,16384,206.1904761904762,8075.45
201.45493478260866,2.349,2847228,60,92,1230,10,mani,16384,1212.1021711366539,47453.8
202.3434782608696,2.3502,1433124,60,46,1230,10,mani,16384,609.7881031401582,23885.4
200.7703043478261,2.3503,481061,60,23,1230,10,mani,16384,204.6806790622474,8017.683333333333
202.1315797101449,2.3504,2380447,60,69,1230,10,mani,16384,1012.7837814840027,39674.11666666667
202.12673913043483,2.3509,473785,60,23,1230,10,mani,16384,201.53345527244883,7896.416666666667
201.5423333333334,2.35,5227814,60,69,1230,10,mani,16384,2224.60170212766,87130.23333333334
199.3133076923077,2.6047,520677,120,26,1230,10,mani,4096,199.89902867892658,4338.975
199.04532,2.6049,520028,120,25,1230,10,mani,4096,199.63453491496793,4333.566666666667
200.67016000000004,2.6051,520899,120,25,1230,10,mani,4096,199.9535526467314,4340.825
200.82923076923075,2.6052,520493,120,26,1230,10,mani,4096,199.7900353139874,4337.441666666667
200.76284615384617,2.6054,520479,120,26,1230,10,mani,4096,199.76932524756276,4337.325
200.54126923076922,2.6055,520832,120,26,1230,10,mani,4096,199.89714066398005,4340.266666666666
199.77471999999995,2.6057,520469,120,25,1230,10,mani,4096,199.7424876232874,4337.241666666667
198.84038461538464,2.6058,520595,120,26,1230,10,mani,4096,199.78317599201782,4338.291666666667
200.52372549019606,2.6063,1561583,120,51,1230,10,mani,4096,599.1570425507424,13013.191666666668
200.64553846153845,2.6067,520451,120,26,1230,10,mani,4096,199.65895576782907,4337.091666666666
200.68876923076928,2.606,520227,120,26,1230,10,mani,4096,199.6266308518803,4335.225
199.55172000000002,2.6071,540435,120,25,1230,10,mani,4096,207.29354455141728,4503.625
199.87779999999998,2.6074,520062,120,25,1230,10,mani,4096,199.45616322773643,4333.85
200.5721153846154,2.6078,520434,120,26,1230,10,mani,4096,199.5682184216581,4336.95
200.60103846153845,2.6079,520251,120,26,1230,10,mani,4096,199.49039457034397,4335.425
200.5949605263158,2.6081,511496,120,76,1230,10,mani,4096,196.1182469997316,4262.466666666666
200.61342307692308,2.6082,520562,120,26,1230,10,mani,4096,199.58668813741278,4338.016666666666
200.16373076923077,2.6083,520115,120,26,1230,10,mani,4096,199.40766016179123,4334.291666666667
200.32003846153845,2.6085,520270,120,26,1230,10,mani,4096,199.45179221774967,4335.583333333333
199.36183999999997,2.608,540298,120,25,1230,10,mani,4096,207.16947852760737,4502.483333333334
199.42409090909086,2.2101,460966,80,22,1230,10,mani,8192,208.57246278448937,5762.075
200.97120454545455,2.2102,1764340,80,44,1230,10,mani,8192,798.2716496244684,22054.25
201.06161363636363,2.2105,882014,80,44,1230,10,mani,8192,399.0110834652793,11025.175
199.30555555555551,2.2106,460750,80,45,1230,10,mani,8192,208.4275762236497,5759.375
201.10227272727272,2.2107,441292,80,22,1230,10,mani,8192,199.6164110915095,5516.15
200.2739090909091,2.2108,440901,80,22,1230,10,mani,8192,199.4305228876425,5511.2625
201.0316363636364,2.2109,440984,80,22,1230,10,mani,8192,199.4590438283052,5512.3
199.52359090909093,2.2111,441339,80,22,1230,10,mani,8192,199.6015557867125,5516.7375
200.96604545454548,2.2113,441062,80,22,1230,10,mani,8192,199.458237236015,5513.275
201.03890909090907,2.2114,1322803,80,44,1230,10,mani,8192,598.1744596183414,16535.0375
200.21450000000002,2.2117,460930,80,22,1230,10,mani,8192,208.4052990911968,5761.625
201.14027272727273,2.2122,440607,80,22,1230,10,mani,8192,199.171413072959,5507.5875
200.74591111111113,2.2123,440854,80,45,1230,10,mani,8192,199.27405867197035,5510.675
199.23448888888888,2.2126,432274,80,45,1230,10,mani,8192,195.3692488475097,5403.425
201.11427272727272,2.2127,440730,80,22,1230,10,mani,8192,199.18199484792336,5509.125
200.62654545454544,2.212,441494,80,22,1230,10,mani,8192,199.5904159132007,5518.675
201.1106818181818,2.213,441154,80,22,1230,10,mani,8192,199.3465883416177,5514.425
244.2215,2.1331,511749,150,22,1530,10,mani,1024,239.90858375134778,3411.66
241.9717142857143,2.1333,536011,150,21,1530,10,mani,1024,251.25908217315893,3573.4066666666668
244.23090909090908,2.1334,511642,150,22,1530,10,mani,1024,239.82469297834442,3410.9466666666667
243.62833333333333,2.1339,535979,150,21,1530,10,mani,1024,251.1734383054501,3573.193333333333
236.41804761904754,2.133,509788,150,21,1530,10,mani,1024,239.00046882325364,3398.5866666666666
244.1071162790697,2.1341,1047026,150,43,1530,10,mani,1024,490.6171219717914,6980.173333333333
244.45409090909087,2.1342,511402,150,22,1530,10,mani,1024,239.62234092399964,3409.346666666667
240.22840909090908,2.1344,511894,150,22,1530,10,mani,1024,239.83039730134936,3412.6266666666666
244.19614285714283,2.1346,511692,150,21,1530,10,mani,1024,239.71329523095662,3411.28
244.02188372093022,2.1351,2094490,150,43,1530,10,mani,1024,980.9798135918692,13963.266666666666
243.61642857142857,2.1352,536085,150,21,1530,10,mani,1024,251.07015736230795,3573.9
244.41414285714285,2.1356,511319,150,21,1530,10,mani,1024,239.42639070987076,3408.7933333333335
244.22722727272733,2.1358,511657,150,22,1530,10,mani,1024,239.56222492742765,3411.0466666666666
244.08952380952383,2.1359,535539,150,21,1530,10,mani,1024,250.73224401891477,3570.26
243.3302558139535,2.135,1047118,150,43,1530,10,mani,1024,490.4533957845434,6980.786666666667
244.20647619047617,2.1363,511662,150,21,1530,10,mani,1024,239.50849599775313,3411.08
244.20048837209305,2.1364,511292,150,43,1530,10,mani,1024,239.3240966111215,3408.6133333333332
241.74846511627905,2.1365,511527,150,43,1530,10,mani,1024,239.4228879007723,3410.18
241.01259999999996,1.9968,480810,150,20,1530,10,mani,128,240.79026442307693,3205.4
240.59542857142856,1.9969,1442978,150,42,1530,10,mani,128,722.6090440182284,9619.853333333333
240.62144999999995,1.9972,481219,150,20,1530,10,mani,128,240.94682555577808,3208.1266666666666
240.43463414634147,1.9973,1947819,150,41,1530,10,mani,128,975.2260551744855,12985.46
238.97899999999998,1.9974,481204,150,20,1530,10,mani,128,240.91518974667065,3208.0266666666666
239.683275,1.9976,1443404,150,40,1530,10,mani,128,722.5690828994793,9622.693333333333
241.36509523809522,1.9977,480543,150,21,1530,10,mani,128,240.54813034990238,3203.62
241.30650000000006,1.9979,481620,150,20,1530,10,mani,128,241.0631162720857,3210.8
241.11319047619048,1.9981,481243,150,21,1530,10,mani,128,240.8503077924028,3208.286666666667
240.92692500000004,1.9982,1923418,150,40,1530,10,mani,128,962.5753177860074,12822.786666666667
240.63045000000002,1.9983,480017,150,20,1530,10,mani,128,240.21268077866185,3200.1133333333332
241.00442857142858,1.9985,481048,150,21,1530,10,mani,128,240.7045283962972,3206.9866666666667
240.28875,1.9986,480841,150,20,1530,10,mani,128,240.588912238567,3205.6066666666666
239.48795238095244,1.9987,1466148,150,42,1530,10,mani,128,733.5508080252165,9774.32
241.37304999999998,1.998,481686,150,20,1530,10,mani,128,241.08408408408408,3211.24
239.886175,1.9991,1466871,150,40,1530,10,mani,128,733.7656945625531,9779.14
248.30915789473684,1.9068,472110,60,19,1530,10,mani,16384,247.5928256765261,7868.5
249.29357894736845,1.9069,471846,60,19,1530,10,mani,16384,247.44139703183177,7864.1
248.91226666666668,1.9071,4270585,60,60,1530,10,mani,16384,2239.3083739709505,71176.41666666667
249.13574999999997,1.9073,471698,60,20,1530,10,mani,16384,247.311906884077,7861.633333333333
249.05874999999997,1.9074,471075,60,20,1530,10,mani,16384,246.97231833910035,7851.25
245.9294736842105,1.9075,496580,60,19,1530,10,mani,16384,260.33027522935777,8276.333333333334
250.33557894736842,1.9076,461502,60,19,1530,10,mani,16384,241.92807716502412,7691.7
248.8824576271187,1.9077,1911792,60,59,1530,10,mani,16384,1002.1449913508413,31863.2
249.048,1.9078,471943,60,19,1530,10,mani,16384,247.37551105985955,7865.716666666666
249.20065,1.9079,471921,60,20,1530,10,mani,16384,247.35101420409876,7865.35
247.38783333333333,1.907,3799474,60,60,1530,10,mani,16384,1992.3828002097534,63324.566666666666
249.03773684210523,1.9081,471559,60,19,1530,10,mani,16384,247.13537026361303,7859.316666666667
247.2891538461538,1.9082,1438850,60,39,1530,10,mani,16384,754.035216434336,23980.833333333332
248.48693333333333,1.908,2854042,60,60,1530,10,mani,16384,1495.829140461216,47567.36666666667
246.01276190476187,2.1184,541202,120,21,1530,10,mani,4096,255.4767749244713,4510.016666666666
245.70890909090915,2.1185,516163,120,22,1530,10,mani,4096,243.6455038942648,4301.358333333334
246.621380952381,2.1186,1574503,120,42,1530,10,mani,4096,743.1808741621827,13120.858333333334
245.18499999999997,2.1187,541372,120,22,1530,10,mani,4096,255.5208382498702,4511.433333333333
